MovieTitle,ReleaseYear,RunTime,Genres,DirectorName,Rating,Studio,OriginCountry,OriginalLanguage,cast
Master,2021,179 mins   More at IMDb TMDB  Report this page,"Action, Crime, Thriller",Lokesh Kanagaraj,3.32 out of 5,XB Film Creators,India,Tamil,"Vijay, Vijay Sethupathi, Arjun Das, Malavika Mohanan, Andrea Jeremiah, Nassar, Shanthanu Bhagyaraj, Mahendran, N. Azhagamperumal, Ciby Bhuvana Chandran, Kulappulli Leela, Ramya Subramanian, Gouri G Kishan, Rajesh, Mahanadhi Shankar, Arun Alexander, Thangapandiyan, Boxer Dheena, Ramesh Thilak, Chetan, Mathew Varghese, Ajith Koshy, Stunt Silva, Rahul Kannan, Sunil, Kalyani Natarajan, Soundarya Bala Nandakumar, Lintu Thomas, KPY Dheena, Lallu Prasath, Udayaraj, Poovaiyar, Sriman, Prem, Srinath, Sanjeev, Nagendra Prasad, Brigida Saga, Anitha Sampath, Lokesh Kanagaraj, Rathna Kumar, Raveena Ravi, Vetri, Vishalini Daniel, Brana, Sangeetha Venkatesh"
Aattam,2023,139 mins   More at IMDb TMDB  Report this page,Drama,Anand Ekarshi,4.08 out of 5,Joy Movie Productions,India,Malayalam,"Zarin Shihab, Vinay Forrt, Kalabhavan Shajon, Selvaraj Raghavan VR, Sijin Sijeesh, Aji Thiruvamkulam, Nandan Unni, Madan Babu K., Jolly Antony, Prashant Madhavan, Sanosh Murali, Santosh Piravom, Sudheer Babu, Nandini Gopalakrishnan"
Raayan,2024,143 mins   More at IMDb TMDB  Report this page,"Thriller, Drama, Action",Dhanush,3.09 out of 5,Sun Pictures,India,Tamil,"Dhanush, Dushara Vijayan, Sundeep Kishan, Kalidas Jayaram, S. J. Suryah, Selvaraghavan, Aparna Balamurali, Prakash Raj, Saravanan, Varalaxmi Sarathkumar, Ilavarasu, Divya Pillai, Devadarshini, Aranthangi Nisha, Karthick Anjaneyan, Dhileban, Namo Narayanan, Cell Murugan, Shah Ra, Geetha Kailasam, Anbu Mayilsamy, Kichcha Ravi, M. Soundarya Saravanan, Rahul R."
Stree,2018,128 mins   More at IMDb TMDB  Report this page,"Comedy, Horror",Amar Kaushik,3.28 out of 5,Maddock Films,India,Hindi,"Rajkummar Rao, Shraddha Kapoor, Aparshakti Khurana, Abhishek Banerjee, Pankaj Tripathi, Flora Saini, Atul Srivastava, Vijay Raaz, Badri Chavan, Aakash Dabhade, Sunita Rajwar, Arvind Bilgaiyan, Mehrunnisa Mustaqeem Khan, Ramkrishna Dhakad, Abhishek Singh Rajput, Manoj Chaube, Viren Basoya, R.N. Shukla, Kusumlata's Shastri, Mushtaq Khan, Nora Fatehi, Amar Kaushik, Kavita Thite"
Viduthalai: Part I,2023,146 mins   More at IMDb TMDB  Report this page,"Drama, Thriller, Action",Vetrimaaran,3.93 out of 5,R S Infotainment,India,Tamil,"Soori, Bhavani Sre, Chetan, Gautham Vasudev Menon, Rajiv Menon, Ilavarasu, Munnar Ramesh, Tamizh, Manimegalai, Vijay Sethupathi, Saravana Subbiah, Aryan, Sardar Satya, S. Chandran, Bala Hasan, Pavel Navageethan, Thendral Raghunathan, Sundareswaran CVC, R. Ganesh Gurung, Asuran Krishna, R. Velraj, Appukutty, Surya Sethupathi"
K.G.F: Chapter 1,2018,156 mins   More at IMDb TMDB  Report this page,"Adventure, Thriller, Action, Crime",Prashanth Neel,3.35 out of 5,Hombale Films,India,Kannada,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois, Anant Nag, Vasishta N. Simha, Achyuth Kumar, Ayyappa P. Sharma, Malavika Avinash, B. S. Avinash, Vinay Bidappa, Ramesh Indira, Lakki Lakshman, Tarak Ponnappa, Dinesh Mangaluru, Harish Rai, Govinde Gowda, Ashok Sharma, Mohan Juneja, T. S. Nagabharana, Neenasam Ashwath, Srinivasa Murthy, B Suresha, Puneeth Rudranag, Roopa Rayappa, Krishnoji Rao, Sampath Maitreya, John Kokken, Yash Shetty, Balakrishna, Tamannaah Bhatia"
Sardar Udham,2021,162 mins   More at IMDb TMDB  Report this page,"History, Drama, Crime",Shoojit Sircar,4.00 out of 5,Kino Works,India,Hindi,"Vicky Kaushal, Shaun Scott, Stephen Hogan, Amol Parashar, Kirsty Averton, Banita Sandhu, Andrew Havill, Sam Redford, Albrekht Tsander, Tim Berrington, Mark Lingwood, Simon Weir, Tim Hudson, Richard Glover, Nicholas Gecks, Ritesh Shah, Jogi Malang, Kuljeet Singh, Tushar Sheetal Singhal, Andrey Tolshin, Sarfaraz Alam Safu, Sergei Mazurenko"
Santosh,2024,128 mins   More at IMDb TMDB  Report this page,"Crime, Thriller, Drama",Sandhya Suri,3.59 out of 5,Good Chaos,India,Hindi,"Shahana Goswami, Sunita Rajwar, Naval Shukla, Sanjay Bishnoi, Shashi Beniwal, Prashant Kumar, Pratibha Awasthi, Manjul Azad, Anamika Gupta, Kuldeep Saini, Vipin Agarwal, Soumya Singh, Deepak Sonkar, Anjani Srivastava, Sujeet Singh Yadav, Arpit Kumar Mishra, Gotendra Yadav, Abhay Bachpaye, Jitendra Singh, Anil Gudiya, Sangama Tharu, Nandini Tharu, Hariyali, Sunil Thakur, Geeta Tyagi, Kushal Dubey, Ananya Thakur, Manju Gupta, Arbaz Khan, Jamil Warsi, Ram Kumari, Arvi, Amna, Shiv Deen Singh, Mridula Bhardwaj, Ravi Gupta, Rakesh Kumar, Nirmala Kashyap, Rajesh Kumar Awasthi, Ashish Kumar, Akriti Vishwakarma, Shashi Kiran Yadav, Ashok Yadav, Anuj Yadav, Shweta Jaiswal, Yogi Yadav, Prabhat Kumar Lahiri, Brij Bhushan Shukla, Afzal, Salman Khan, Jaya Varma, Cheddilal, Aman, Soniya Singh, Dilip, Piyush, Zubair Siddiqui, Abhishek Kumar, Niyaz Khan, Sonam Gupta, Rakesh Sharma, Ram Kishore, Avinash Baba, Shane Ahmad, Rakesh Kumar, Arvind Kumar, Asif Rahman, Umakant Maurya, Ashutosh Tripathi, Shubham Katiyar, Swarnim Srivastava, Ayush Shahi, Ravi Tripathy, Pradeep Kumar, Ashok Kumar Yadav, Yashika Tyagi, Akarsh Srivastava, Aman, Ashok Kumar, Tiger, Abhishek Yadav, Komal, Tarun Pratap Singh, Anand Kumar Pal, Megha Chauhan, Harshit Shukla, Preeti Singh, Ajay Kumar Gaudh, Anjali, Pooja, Mohammad Arif, Arshan Siddique, Yogesh Mudgal, Niyaz Ahmad Khan, Zuber Ahmad, Prakash 'Kallu' Kumar, Nadir Ali, Ashish Mishra, Munna, Abhishek Kumar, Vishal Singh, Rajeshwari"
Dhoom 2,2006,151 mins   More at IMDb TMDB  Report this page,"Action, Thriller, Crime, Drama",Sanjay Gadhvi,3.40 out of 5,Yash Raj Films,India,Hindi,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra, Bipasha Basu, Rimi Sen, Trishla Baid, Yusuf Hussain, Arjun Sablok, Samar Shaikh, Mohit Chauhan, Rashmi Kulkarni, Sahil Bajaj"
Meru,2015,89 mins   More at IMDb TMDB  Report this page,"Adventure, Documentary",Jimmy Chin,3.83 out of 5,Little Monster Films,India,English,"Conrad Anker, Jimmy Chin, Renan Öztürk, Jon Krakauer, Jenni Lowe-Anker, Amee Hinkley, Grace Chin, Jeremy Jones"
Bangalore Days,2014,172 mins   More at IMDb TMDB  Report this page,"Romance, Family, Drama",Anjali Menon,3.94 out of 5,Weekend Blockbusters,India,Malayalam,"Nazriya Nazim, Nivin Pauly, Dulquer Salmaan, Fahadh Faasil, Parvathy Thiruvothu, Nithya Menen, Isha Talwar, Vijayaraghavan, Kalpana, Prathap Pothan, Vinaya Prasad, Maniyanpilla Raju, Rekha, Praveena, Paris Laxmi, Sijoy Varghese, Sajid Yahiya"
English Vinglish,2012,134 mins   More at IMDb TMDB  Report this page,"Family, Comedy, Drama",Gauri Shinde,3.79 out of 5,Lola's Productions,India,Hindi,"Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand, Navika Kotia, Shivansh Kotia, Sujata Kumar, Rajeev Ravindranathan, Sumeet Vyas, Ruth Aguilar, Maria Romano, Cory Hibbs, Damian Thompson, Sulabha Deshpande, Ashvin Mathew, Amitabh Bachchan, Rajeev Pahuja, Ajith Kumar"
Ponman,2025,125 mins   More at IMDb TMDB  Report this page,Drama,Jyothish Shankar,3.63 out of 5,Ajith Vinayaka Films Pvt Ltd,India,Malayalam,"Basil Joseph, Lijomol Jose, Anand Manmadhan, Sajin Gopu, Deepak Parambol, Jaya Kurup, Sandhya Rajendran, Rajesh Sharma, Thankam Mohan, Kiran Peethambaran, Reju Sivadas, Midhun Venugopal, Shailaja P. Ambu, Vyshnavi Kalyani"
Student Of The Year,2012,146 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Romance",Karan Johar,2.83 out of 5,Dharma Productions,India,Hindi,"Sidharth Malhotra, Varun Dhawan, Alia Bhatt, Rishi Kapoor, Sana Saeed, Ram Kapoor, Ronit Roy, Sahil Anand, Kayoze Irani, Manjot Singh, Manasi Rachh, Boman Irani, Abdul Quadir Amin, Gautami Kapoor, Farida Jalal, Akshay Anand, Manini Mishra, Prachee Shah, Kajol, Vaibhavi Merchant, Farah Khan, Sushma Seth"
L2: Empuraan,2025,179 mins   More at IMDb TMDB  Report this page,"Thriller, Crime, Action",Prithviraj Sukumaran,2.80 out of 5,Aashirvad Cinemas,India,Malayalam,"Mohanlal, Prithviraj Sukumaran, Manju Warrier, Tovino Thomas, Abhimanyu Singh, Sukant Goel, Indrajith Sukumaran, Jerome Flynn, Andrea Tivadar, Kishore, Ériq Ebouaney, Saikumar, Suraj Venjaramoodu, Nandhu, Baiju Santhosh, Karthikeya Dev, Sachin Khedekar, Fazil, Aneesh G Menon, Shivaji Guruvayoor, Manikuttan, Murugan Martin, Giju John, Nyla Usha, Behzaad Khan, Saniya Iyyappan, Sshivada Nair, Mike Novikov, Alexx O'Nell, Shubhangi Latkar, Nayan Bhatt, Aishwarya Ojha, Oziel Jivani, Satyajit Sharma, Nikhat Khan, Rick Yune, Pranav Mohanlal, Kalabhavan Shajon, Antony Perumbavoor, Shaun Romy, Jaise Jose, Prarthana Sandeep, Aashish Joe Antony"
Highway,2014,133 mins   More at IMDb TMDB  Report this page,"Drama, Romance, Crime",Imtiaz Ali,3.80 out of 5,Window Seat Films,India,Hindi,"Alia Bhatt, Randeep Hooda, Durgesh Kumar, Pradeep Nagar, Saharsh Kumar Shukla, Shakeel Khan, Mohit Choudhary, Hemant Mahaur"
Shaitaan,2024,132 mins   More at IMDb TMDB  Report this page,"Thriller, Horror",Vikas Bahl,2.59 out of 5,Ajay Devgn FFilms,India,Hindi,"Ajay Devgn, R. Madhavan, Janki Bodiwala, Jyothika, Anngad Raaj"
Veera Dheera Sooran: Part 2,2025,162 mins   More at IMDb TMDB  Report this page,"Drama, Action, Thriller, Crime",S. U. Arunkumar,3.35 out of 5,HR Pictures,India,Tamil,"Vikram, S. J. Suryah, Suraj Venjaramoodu, Dushara Vijayan, Prudhviraj, Baalaji S U, Ramesh Indira, Sreeja Ravi, Maala Parvathi"
Vaazhai,2024,134 mins   More at IMDb TMDB  Report this page,"Drama, Family",Mari Selvaraj,3.96 out of 5,Navvi Studios,India,Tamil,"Ponvel, Rahul R., Dhivya Dhuraisamy, Janaki Jayaraman, Kalaiyarasan, Nikhila Vimal, Pathaman, JSK.Satish Kumar, Nivedita Rajappan, Priyanka Nair"
Jodhaa Akbar,2008,213 mins   More at IMDb TMDB  Report this page,"Drama, Romance, History",Ashutosh Gowariker,3.66 out of 5,UTV Motion Pictures,India,Hindi,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Kulbhushan Kharbanda, Suhasini Mulay, Raza Murad, Poonam Sinha, Rajesh Vivek, Pramod Moutho, Ila Arun, Digvijay Purohit, Yuri Suri, Surendra Pal, Shaji Choudhary, Manava Naik, Disha Vakani, Nikitin Dheer, Rucha Vaidya, Amitabh Bachchan, Delnaaz Irani, Sayed Badrul Hasan, Prathamesh Mehta, Pradeep Sharma, Amin Hajee, Karim Hajee, Haidar Ali, Aman Deep Dhaliwal, Indrajit Sarkar, Tejpal Singh Rawat, Abir Abrar, Manish Joshi, Marcelle D'Souza, Sunil Bob, Suresh Balan, Prabhakar Shetty, Prabhat Kumar, Mohammad Wasim Khan, Javed Ali, Santosh Shetty, Bhupesh Singh, Ranjeet Indori, Kamaal Ahmed, Azaad Kavi, Shehzor Ali, Ulhas Barve, Balraj, Jassi Singh, Raju Pandit, Bharat Kumar, Rajiv Segal, Gurmmeet Singh, Sudhanshu Hukku, Parth Dave, Ranbir Singh, Abhay Katre, Bheem Vakani, Omar Khayam Saharanpuri, Farida, Chan, Kavi Kumar Azad"
CTRL,2024,99 mins   More at IMDb TMDB  Report this page,Drama,Vikramaditya Motwane,2.76 out of 5,Andolan Films,India,Hindi,"Ananya Panday, Vihaan Samat, Devika Vatsa, Kamakshi Bhat, Suchita Trivedi, Samit Gambhir, Ravish Desai, Aparshakti Khurana, Tanmay Bhat, Rohan Joshi, Aditya Kulshreshtha, Vishal Dayama"
Darlings,2022,134 mins   More at IMDb TMDB  Report this page,"Comedy, Crime, Thriller",Jasmeet K Reen,3.40 out of 5,Red Chillies Entertainment,India,Hindi,"Alia Bhatt, Shefali Shah, Vijay Varma, Roshan Mathew, Rajesh Sharma, Vijay Maurya, Kiran Karmarkar, Santosh Juvekar, Puja Sarup, Ajit Kelkar, Sachin Kathuria, Divya Vinekar"
Awaara,1951,168 mins   More at IMDb TMDB  Report this page,"Drama, Music, Romance",Raj Kapoor,3.95 out of 5,All India Film Corporation,India,Hindi,"Raj Kapoor, Nargis, Prithviraj Kapoor, Leela Chitnis, K.N. Singh, Leela Mishra, Shashi Kapoor, Baby Zubeida, Om Prakash, Prayag Raj, Cuckoo, B.M. Vyas, Honey O'Brien, Dewan Basheswarnath Kapoor, Manek Kapoor, Om Prakash Mehra, Mansaram, Mohanbali, Premnath Malhotra"
Fire,1996,108 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Deepa Mehta,3.64 out of 5,Kaleidoscope Entertainment,Canada,English,"Nandita Das, Shabana Azmi, Javed Jaffrey, Kulbhushan Kharbanda, Kushal Rekhi, Ranjit Chowdhry, Karishma Jhalani, Alice Poon, Ram Gopal Bajaj, Vinay Pathak, Dilip Mehta, Ramanjeet Kaur, Avijit Dutt, Shasea Bahadur, Ravinder Happy, Devyani Saltzman, Sunil Chabra, Meher Chand, Bahadur Chand, Kabir Chowdhury, Laurence Côte"
Kahaani,2012,122 mins   More at IMDb TMDB  Report this page,"Mystery, Thriller",Sujoy Ghosh,3.79 out of 5,Viacom18 Studios,India,Hindi,"Vidya Balan, Parambrata Chatterjee, Nawazuddin Siddiqui, Saswata Chatterjee, Kharaj Mukherjee, Dhritiman Chatterjee, Darshan Jariwala, Indraneil Sengupta, Colleen Blanche, Shantilal Mukherjee, Rwitobroto Mukherjee, Abir Chatterjee, Riddhi Sen, Masood Akhtar, Pamela Singh Bhutoria, Rumki Chatterjee, Phalguni Chatterjee, Kalyan Chatterjee"
Jallikattu,2019,95 mins   More at IMDb TMDB  Report this page,"Thriller, Crime, Action",Lijo Jose Pellissery,3.64 out of 5,Opus Penta,India,Malayalam,"Antony Varghese, Chemban Vinod Jose, Sabumon Abdusamad, Santhy Balachandran, Jaffer Idukki, Vinod Kozhikode, Tinu Pappachan, Jayashankar, Shobha Singh, Anil K Sivaram"
Romancham,2023,132 mins   More at IMDb TMDB  Report this page,"Horror, Comedy",Jithu Madhavan,3.52 out of 5,Johnpaul George Productions,India,Malayalam,"Soubin Shahir, Sajin Gopu, Abin Bino, Afzal P H, Siju Sunny, Jagadeesh Kumar, Anantharaman Ajay, Arjun Ashokan, Joemon Jyothir, Chemban Vinod Jose, Deepika Das, Assim Jamal, Aditya Baskar, Thankam Mohan, Jolly Chirayath, Soorya Kiran, Pooja Mohanraj, Premnath Krishnankutty, Sneha Mathew, Sibi Joseph, Sreejith Babu"
Manichitrathazhu,1993,169 mins   More at IMDb TMDB  Report this page,"Horror, Thriller, Fantasy",Fazil,4.02 out of 5,Swargachitra,India,Malayalam,"Shobana, Mohanlal, Suresh Gopi, Nedumudi Venu, Vinaya Prasad, Innocent, Sudheesh, KPAC Lalitha, Thilakan, Kuthiravattam Pappu, K. B. Ganesh Kumar, Sridhar, Kuttyedathi Vilasini, Rudra"
Maaveeran,2023,166 mins   More at IMDb TMDB  Report this page,"Comedy, Drama, Action, Fantasy",Madonne Ashwin,3.56 out of 5,Shanthi Talkies,India,Tamil,"Sivakarthikeyan, Aditi Shankar, Saritha, Mysskin, Sunil Varma, Yogi Babu, Monisha Blessy, Dhileban, Semmalar Annam, Balaji Sakthivel, Minor Yogi, Madhan Kumar Dhakshinamoorthy, Vijayalakshmi Veeramani, Douglas Kumaaramoorthy, Pazhani Murugan, Jeeva Ravi, Suresh Chakravarthy, Ajith Srinivasan, Vijay Sethupathi, Ravi Teja"
Goliyon Ki Raasleela Ram-Leela,2013,155 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Sanjay Leela Bhansali,3.55 out of 5,Eros International,India,Hindi,"Ranveer Singh, Deepika Padukone, Richa Chadha, Supriya Pathak, Sharad Kelkar, Gulshan Devaiah, Abhimanyu Singh, Jameel Khan, Barkha Bisht, Bharat Chawda, Priyanka Chopra Jonas, Krishna Singh Bisht"
Minnal Murali,2021,158 mins   More at IMDb TMDB  Report this page,"Comedy, Action, Fantasy",Basil Joseph,3.58 out of 5,Weekend Blockbusters,India,Malayalam,"Tovino Thomas, Guru Somasundaram, Aju Varghese, Vasisht Umesh, Shelly Kishore, Femina George, P Balachandran, Harisree Ashokan, Baiju Santhosh, Arya Salim, Thennal Abhilash, Awan Pookot, Sneha Babu, Jude Anthany Joseph, Mamukkoya, Rajesh Madhavan, Bijukuttan, Azees Nedumangad, Gibin Gopinath, Devi Chandana, Sudheesh, Benzi Matthews, Devanandha, Hareesh Pengan, Syam Cargoz, Aliyar, Geethi Sangeetha, Pauly Valsan, Vishnu Soman, Rohit Sangwan, Basil Joseph, Surjith"
Officer on Duty,2025,134 mins   More at IMDb TMDB  Report this page,"Thriller, Crime",Jithu Ashraf,3.14 out of 5,Martin Prakkat Films,India,Malayalam,"Kunchacko Boban, Priyamani, Jagadish, Vishak Nair, Ramzan Muhammed, Vaisakh Shankar, Vishnu G. Varrier, Amit Eapen, Leya Mammen, Meenakshi, Unni Lalu, Henna Bella, Manoj K U, Jaya Kurup, Srikant Murali, Aiswarya Raj, Raghunath Paleri, Nileen Sandra, Sreelakshmi M, Jithu Ashraf, Anju Abraham"
Thiruchitrambalam,2022,133 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Romance",Mithran Jawahar,3.70 out of 5,Sun Pictures,India,Tamil,"Dhanush, Nithya Menen, Bharathiraja, Prakash Raj, Raashii Khanna, Priya Bhavani Shankar, Munishkanth, Aranthangi Nisha, Revathi, Sriranjini, Stunt Silva, Mu Ramaswamy, Vaidyanathan, Pavish Narayanan"
Court: State vs. A Nobody,2025,149 mins   More at IMDb TMDB  Report this page,"Crime, Drama, Romance",Ram Jagadeesh,3.49 out of 5,Wall Poster Cinema,India,Telugu,"Priyadarshi Pullikonda, Harsh Roshan, Sridevi, Sivaji Sontineni, Sai Kumar, Harshavardhan, Rohini, Surabhi Prabhavathi, Rajsekhar Aningi, Subhalekha Sudhakar, Srinivas Bogireddy, Vadlamani Srinivas, Srihari"
Sapta Sagaradaache Ello – Side A,2023,140 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Hemanth M. Rao,3.87 out of 5,Paramvah Studios,India,Kannada,"Rakshit Shetty, Rukmini Vasanth, Sharath Lohitashwa, Ramesh Indira, Pavitra Lokesh, Achyuth Kumar, Avinash, Gopalkrishna Deshpande, Rajesh S. Rao, Ashok Sharma, Sunil Kulkarni, Ashwin Hassan, Yamuna Srinidhi, JP Tuminad, Chaithra J Achar"
Kudumbasthan,2025,153 mins   More at IMDb TMDB  Report this page,"Comedy, Drama, Family",Rajeshwar Kalisamy,3.47 out of 5,Cinemakaaran Productions,India,Tamil,"Manikandan, Saanve Meghana, Guru Somasundaram, Sundarrajan, Nivedita Rajappan, Balaji Sakthivel, Jensan Diwakar, Prasanna Balachandran, Kudassanad Kanakam, Nakkalites Dhanam, Nakkalites Savithiri, Saanvika Shree"
Premam,2015,157 mins   More at IMDb TMDB  Report this page,"Comedy, Romance",Alphonse Puthren,4.01 out of 5,Anwar Rasheed Entertainments,India,Malayalam,"Nivin Pauly, Madonna Sebastian, Sai Pallavi, Anupama Parameswaran, Shabareesh Varma, Krishna Shankar, Soubin Shahir, Vinay Forrt, Ananth Nag, Siju Wilson, Anju Kurian, Suraj Sathyan, Shiyas K.A., Maju Mathew, Sibu Thankachan, Eva Prakash, Althaf Salim, Vijai Suresh, George Kora, Renji Panicker, Maniyanpilla Raju, Nandini Sree, Justin John, Sharafudheen, Alphonse Puthren, Jude Anthany Joseph, Rinsa Jacob, Rajini Chandy, Sandeep Varma, Aishwarya Raghavan, Dinesh Prabhakar, Vinod Kovoor, Viswajith Odukkathil, Shinos Rahman, Jayashankar Karimuttam, Alwin Antony, George Philip Roy"
Captain Miller,2024,158 mins   More at IMDb TMDB  Report this page,"Action, War",Arun Matheswaran,3.15 out of 5,Sathya Jyothi Films,India,Tamil,"Dhanush, Priyanka Arul Mohan, Nivedhithaa Sathish, Elango Kumaravel, Shiva Rajkumar, Sundeep Kishan, Edward Sonnenblick, John Kokken, Vinoth Kishan, Jayaprakash, Aditi Balan, Alexx O'Nell, Pintu Pandu, Viji Chandrasekhar, Kaali Venkat, Ashwin Kumar, Mark Bennington, Saravana Vel, Vijay Kumar, Ashraf Mallisery, Abdool Lee, Antony, Swayam Siddha, Arunodhayan, Bose Venkat, Raj Rishi, Asuran Krishna"
Ponniyin Selvan: Part II,2023,164 mins   More at IMDb TMDB  Report this page,"Action, History, Drama, Adventure",Mani Ratnam,3.45 out of 5,Madras Talkies,India,Tamil,"Vikram, Aishwarya Rai Bachchan, Ravi Mohan, Karthi, Trisha Krishnan, Prakash Raj, R. Sarathkumar, R. Parthiban, Jayaram, Vikram Prabhu, Rahman, Aishwarya Lekshmi, Sobhita Dhulipala, Prabhu, Lal, Kishore, Jayachitra, Ashwin Kakumanu, Babu Antony, Riyaz Khan, Yog Jappie, Mohan Raman, Vidhya Subramanian, Vinodhini Vaidyanathan, Raaghavan Murugan, Santhosh, Sara Arjun, Nila Kavitha Bharathy, Samartha Satyajit, Nassar, Nimmy Raphael, Vinay Kumar Joseph, Nizhalgal Ravi, Balaji Sakthivel, Makrand Deshpande, Ashwin Rao Pallaki, Bharat Raj, A. Seemon, Suresh Ekambaram, Anil Kumar, Shakthi Ramani, Shreema Upadhyaya, Ramachandran, Jaichandran, Amzath Khan, Kannan, Sundaram, Jaindhan, Nambi, Pondy Ravi, Bharathiraja Sakthivel, Heavens Raja, Bhalla Bhoopalan, S. Radhakrishnan, Balla Bhoopalan, Arjun Chidambaram, Harris Moosa, Gopi Kannadasan, Shyam Fernando, Deepa Venkat, Krithika Nelson, Ashmini Balakrishnan, K. Smruthi, N. Azhagamperumal, Kamal Haasan"
Enthiran,2010,176 mins   More at IMDb TMDB  Report this page,"Adventure, Action, Science Fiction",Shankar,3.41 out of 5,Sun Pictures,India,Tamil,"Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa, Santhanam, Karunas, Devadarshini, Sabu Cyril, Kalabhavan Mani, Cochin Haneefa, Raaghav, Boxer Dheena, Shriya Sharma, Sugunthan, Delhi Kumar, Revathi Sankaran, Chaams, Devadasu Kanakala, Rekha Suresh, Savitha Reddy"
Nanpakal Nerathu Mayakkam,2022,107 mins   More at IMDb TMDB  Report this page,"Fantasy, Drama, Comedy",Lijo Jose Pellissery,3.88 out of 5,Mammootty Kampany,India,Malayalam,"Mammootty, 'Poo' Ram, Ashokan, Ramya Suvi, Ramya Pandian, Devaki, Rajesh Sharma, T. Suresh Babu, Gireesh Perincheeri, Vipin Atley, Balan parakkal, Namo Narayanan, G. M. Kumar, Ramachandran Durairaj, Thomas Panicker, Manoranjan, Thennavan, Ashwanth Ashokkumar"
Amar Singh Chamkila,2024,146 mins   More at IMDb TMDB  Report this page,"Music, Drama",Imtiaz Ali,3.74 out of 5,Reliance Entertainment,India,Hindi,"Diljit Dosanjh, Parineeti Chopra, Apindereep Singh, Anjum Batra, Rahul Mittra, Nisha Bano, Udaybir Sandhu, Tushar Dutt, Robbie Johal, Pavneet Singh, Anuraag Arora, Jasmeet Singh Bhatia, Sahiba Bali, Pranav Vashisht, Kull Sidhu, Ankit Sagar, Kumud Mishra, Mohit Chauhan, Vipin Katyal, Anjali Sharma, Aks Mehraj, Angad Singh"
Mohabbatein,2000,216 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Aditya Chopra,3.38 out of 5,Yash Raj Films,India,Hindi,"Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj, Jimmy Shergill, Aishwarya Rai Bachchan, Preeti Jhangiani, Shamita Shetty, Kim Sharma, Anupam Kher, Archana Puran Singh, Saurabh Shukla, Helen, Amrish Puri, Shefali Shah, Raman Lamba, Parzaan Dastur, Rammohan Sharma, Hiten Patel, Geri Andrade, Rushad Rana, Mehul Nisar, Palash Dutta, Pearl Sukhadia, Meghna Patel, Sindhu Tolani, Sitaram, Gurdial Sira, Harpal Singh"
Fighter,2024,167 mins   More at IMDb TMDB  Report this page,"Action, Drama",Siddharth Anand,2.64 out of 5,Marflix Pictures,India,Hindi,"Hrithik Roshan, Deepika Padukone, Anil Kapoor, Karan Singh Grover, Sanjeeda Sheikh, Akshay Oberoi, Rishabh Sawhney, Ashutosh Rana, Sharib Hashmi, Mahesh Shetty, Banveen Singh, Karan Sharma, Nishant Khanduja, Vinay Varma, Talat Aziz, Chandan Anand, Geeta Sodhi, Samvedna Suwalka, Chandra Shekhar Dutta, Mushtaq Kak, Harish Khatri, Seerat Mast, Ramon Chibb, Gurmeet Chawla, Viren Kewalramani, Namit, Vicky Chawla, Sanjiv Chopra, Indhu Reddy, Akarsh Alagh, Pushpendra Purchit, Krishna Solagama, Puneet Bhatia, Shiv Dev Singh, Usha Sree, Abhi Kajuria, Sachin Danai, Lokesh Bhatta, Virender Vashishth, Geeta Agrawal Sharma, Himani Sahni, Ashok Jha, Hrushi Poddar, Namrata Tiripeni, Aditi Sandhya Sharma, Harnaam Singh, Anisha Pahuja, Shahid Gulfam, Sanjeev Jaiswal, Arif Basheer, Kapil Kumar, Ayushman Radeef, Jayan Rawal, Tejan Singh Yadav, Sachin Soni, Gopal Salaria, Shahmir Khan, Siddhant Ashar, Behzaad Khan, Appurva B Suman, Aishwarya Airy, Arbendra Pratap Singh, Sachin Yadav, Ayushmaan Sharma, Gaurav Govind, Ashish Sejwal, Harnam Singh Sandhu"
